00:27:10:00:00:00,Intel Corporate
00:2d:be:00:00:00,not found
00:2d:bf:00:00:00,not found
00:2d:c0:00:00:00,not found
00:2d:c1:00:00:00,not found
00:2d:c2:00:00:00,not found
00:2d:c3:00:00:00,not found
00:2d:c4:00:00:00,not found
00:2d:c5:00:00:00,not found
00:2d:c6:00:00:00,not found
00:2d:c7:00:00:00,not found
00:2d:c8:00:00:00,not found
00:2d:c9:00:00:00,not found
00:2d:ca:00:00:00,not found
00:2d:cb:00:00:00,not found
00:2d:cc:00:00:00,not found
00:2d:cd:00:00:00,not found
00:2d:ce:00:00:00,not found
00:2d:cf:00:00:00,not found
00:2d:d0:00:00:00,not found
00:2d:d1:00:00:00,not found
00:2d:d2:00:00:00,not found
00:2d:d3:00:00:00,not found
00:2d:d4:00:00:00,not found
00:2d:d5:00:00:00,not found
00:2d:d6:00:00:00,not found
00:2d:d7:00:00:00,not found
00:2d:d8:00:00:00,not found
00:2d:d9:00:00:00,not found
00:2d:da:00:00:00,not found
00:2d:db:00:00:00,not found
00:2d:dc:00:00:00,not found
00:2d:dd:00:00:00,not found
00:2d:de:00:00:00,not found
00:2d:df:00:00:00,not found
00:2d:e0:00:00:00,not found
00:2d:e1:00:00:00,not found
00:2d:e2:00:00:00,not found
00:2d:e3:00:00:00,not found
00:2d:e4:00:00:00,not found
00:2d:e5:00:00:00,not found
00:2d:e6:00:00:00,not found
00:2d:e7:00:00:00,not found
00:2d:e8:00:00:00,not found
00:2d:e9:00:00:00,not found
00:2d:ea:00:00:00,not found
00:2d:eb:00:00:00,not found
00:2d:ec:00:00:00,not found
00:2d:ed:00:00:00,not found
00:2d:ee:00:00:00,not found
00:2d:ef:00:00:00,not found
00:2d:f0:00:00:00,not found
00:2d:f1:00:00:00,not found
00:2d:f2:00:00:00,not found
00:2d:f3:00:00:00,not found
00:2d:f4:00:00:00,not found
00:2d:f5:00:00:00,not found
00:2d:f6:00:00:00,not found
00:2d:f7:00:00:00,not found
00:2d:f8:00:00:00,not found
00:2d:f9:00:00:00,not found
00:2d:fa:00:00:00,not found
00:2d:fb:00:00:00,not found
00:2d:fc:00:00:00,not found
00:2d:fd:00:00:00,not found
00:2d:fe:00:00:00,not found
00:2d:ff:00:00:00,not found
00:2e:00:00:00:00,not found
00:2e:01:00:00:00,not found
00:2e:02:00:00:00,not found
00:2e:03:00:00:00,not found
00:2e:04:00:00:00,not found
00:2e:05:00:00:00,not found
00:2e:06:00:00:00,not found
00:2e:07:00:00:00,not found
00:2e:08:00:00:00,not found
00:2e:09:00:00:00,not found
00:2e:0a:00:00:00,not found
00:2e:0b:00:00:00,not found
00:2e:0c:00:00:00,not found
00:2e:0d:00:00:00,not found
00:2e:0e:00:00:00,not found
00:2e:0f:00:00:00,not found
00:2e:10:00:00:00,not found
00:2e:11:00:00:00,not found
00:2e:12:00:00:00,not found
00:2e:13:00:00:00,not found
00:2e:14:00:00:00,not found
00:2e:15:00:00:00,not found
00:2e:16:00:00:00,not found
00:2e:17:00:00:00,not found
00:2e:18:00:00:00,not found
00:2e:19:00:00:00,not found
00:2e:1a:00:00:00,not found
00:2e:1b:00:00:00,not found
00:2e:1c:00:00:00,not found
00:2e:1d:00:00:00,not found
00:2e:1e:00:00:00,not found
00:2e:1f:00:00:00,not found
00:2e:20:00:00:00,not found
00:2e:21:00:00:00,not found
00:2e:22:00:00:00,not found
00:2e:23:00:00:00,not found
00:2e:24:00:00:00,not found
00:2e:25:00:00:00,not found
00:2e:26:00:00:00,not found
00:2e:27:00:00:00,not found
00:2e:28:00:00:00,not found
00:2e:29:00:00:00,not found
00:2e:2a:00:00:00,not found
00:2e:2b:00:00:00,not found
00:2e:2c:00:00:00,not found
00:2e:2d:00:00:00,not found
00:2e:2e:00:00:00,not found
00:2e:2f:00:00:00,not found
00:2e:30:00:00:00,not found
00:2e:31:00:00:00,not found
00:2e:32:00:00:00,not found
00:2e:33:00:00:00,not found
00:2e:34:00:00:00,not found
00:2e:35:00:00:00,not found
00:2e:36:00:00:00,not found
00:2e:37:00:00:00,not found
00:2e:38:00:00:00,not found
00:2e:39:00:00:00,not found
00:2e:3a:00:00:00,not found
00:2e:3b:00:00:00,not found
00:2e:3c:00:00:00,not found
00:2e:3d:00:00:00,not found
00:2e:3e:00:00:00,not found
00:2e:3f:00:00:00,not found
00:2e:40:00:00:00,not found
00:2e:41:00:00:00,not found
00:2e:42:00:00:00,not found
00:2e:43:00:00:00,not found
00:2e:44:00:00:00,not found
00:2e:45:00:00:00,not found
00:2e:46:00:00:00,not found
00:2e:47:00:00:00,not found
00:2e:48:00:00:00,not found
00:2e:49:00:00:00,not found
00:2e:4a:00:00:00,not found
00:2e:4b:00:00:00,not found
00:2e:4c:00:00:00,not found
00:2e:4d:00:00:00,not found
00:2e:4e:00:00:00,not found
00:2e:4f:00:00:00,not found
00:2e:50:00:00:00,not found
00:2e:51:00:00:00,not found
00:2e:52:00:00:00,not found
00:2e:53:00:00:00,not found
00:2e:54:00:00:00,not found
00:2e:55:00:00:00,not found
00:2e:56:00:00:00,not found
00:2e:57:00:00:00,not found
00:2e:58:00:00:00,not found
00:2e:59:00:00:00,not found
00:2e:5a:00:00:00,not found
00:2e:5b:00:00:00,not found
00:2e:5c:00:00:00,not found
00:2e:5d:00:00:00,not found
00:2e:5e:00:00:00,not found
00:2e:5f:00:00:00,not found
00:2e:60:00:00:00,not found
00:2e:61:00:00:00,not found
00:2e:62:00:00:00,not found
00:2e:63:00:00:00,not found
00:2e:64:00:00:00,not found
00:2e:65:00:00:00,not found
00:2e:66:00:00:00,not found
00:2e:67:00:00:00,not found
00:2e:68:00:00:00,not found
00:2e:69:00:00:00,not found
00:2e:6a:00:00:00,not found
00:2e:6b:00:00:00,not found
00:2e:6c:00:00:00,not found
00:2e:6d:00:00:00,not found
00:2e:6e:00:00:00,not found
00:2e:6f:00:00:00,not found
00:2e:70:00:00:00,not found
00:2e:71:00:00:00,not found
00:2e:72:00:00:00,not found
00:2e:73:00:00:00,not found
00:2e:74:00:00:00,not found
00:2e:75:00:00:00,not found
00:2e:76:00:00:00,not found
00:2e:77:00:00:00,not found
00:2e:78:00:00:00,not found
00:2e:79:00:00:00,not found
00:2e:7a:00:00:00,not found
00:2e:7b:00:00:00,not found
00:2e:7c:00:00:00,not found
00:2e:7d:00:00:00,not found
00:2e:7e:00:00:00,not found
00:2e:7f:00:00:00,not found
00:2e:80:00:00:00,not found
00:2e:81:00:00:00,not found
00:2e:82:00:00:00,not found
00:2e:83:00:00:00,not found
00:2e:84:00:00:00,not found
00:2e:85:00:00:00,not found
00:2e:86:00:00:00,not found
00:2e:87:00:00:00,not found
00:2e:88:00:00:00,not found
00:2e:89:00:00:00,not found
00:2e:8a:00:00:00,not found
00:2e:8b:00:00:00,not found
00:2e:8c:00:00:00,not found
00:2e:8d:00:00:00,not found
00:2e:8e:00:00:00,not found
00:2e:8f:00:00:00,not found
00:2e:90:00:00:00,not found
00:2e:91:00:00:00,not found
00:2e:92:00:00:00,not found
00:2e:93:00:00:00,not found
00:2e:94:00:00:00,not found
00:2e:95:00:00:00,not found
00:2e:96:00:00:00,not found
00:2e:97:00:00:00,not found
00:2e:98:00:00:00,not found
00:2e:99:00:00:00,not found
00:2e:9a:00:00:00,not found
00:2e:9b:00:00:00,not found
00:2e:9c:00:00:00,not found
00:2e:9d:00:00:00,not found
00:2e:9e:00:00:00,not found
00:2e:9f:00:00:00,not found
00:2e:a0:00:00:00,not found
00:2e:a1:00:00:00,not found
00:2e:a2:00:00:00,not found
00:2e:a3:00:00:00,not found
00:2e:a4:00:00:00,not found
00:2e:a5:00:00:00,not found
00:2e:a6:00:00:00,not found
00:2e:a7:00:00:00,not found
00:2e:a8:00:00:00,not found
00:2e:a9:00:00:00,not found
00:2e:aa:00:00:00,not found
00:2e:ab:00:00:00,not found
00:2e:ac:00:00:00,not found
00:2e:ad:00:00:00,not found
00:2e:ae:00:00:00,not found
00:2e:af:00:00:00,not found
00:2e:b0:00:00:00,not found
00:2e:b1:00:00:00,not found
00:2e:b2:00:00:00,not found
00:2e:b3:00:00:00,not found
00:2e:b4:00:00:00,not found
00:2e:b5:00:00:00,not found
00:2e:b6:00:00:00,not found
00:2e:b7:00:00:00,not found
00:2e:b8:00:00:00,not found
00:2e:b9:00:00:00,not found
00:2e:ba:00:00:00,not found
00:2e:bb:00:00:00,not found
00:2e:bc:00:00:00,not found
00:2e:bd:00:00:00,not found
00:2e:be:00:00:00,not found
00:2e:bf:00:00:00,not found
00:2e:c0:00:00:00,not found
00:2e:c1:00:00:00,not found
00:2e:c2:00:00:00,not found
00:2e:c3:00:00:00,not found
00:2e:c4:00:00:00,not found
00:2e:c5:00:00:00,not found
00:2e:c6:00:00:00,not found
00:2e:c7:00:00:00,HUAWEI TECHNOLOGIES CO.,LTD
00:2e:c8:00:00:00,not found
00:2e:c9:00:00:00,not found
00:2e:ca:00:00:00,not found
00:2e:cb:00:00:00,not found
00:2e:cc:00:00:00,not found
00:2e:cd:00:00:00,not found
00:2e:ce:00:00:00,not found
00:2e:cf:00:00:00,not found
00:2e:d0:00:00:00,not found
00:2e:d1:00:00:00,not found
00:2e:d2:00:00:00,not found
00:2e:d3:00:00:00,not found
00:2e:d4:00:00:00,not found
00:2e:d5:00:00:00,not found
00:2e:d6:00:00:00,not found
00:2e:d7:00:00:00,not found
00:2e:d8:00:00:00,not found
00:2e:d9:00:00:00,not found
00:2e:da:00:00:00,not found
00:2e:db:00:00:00,not found
00:2e:dc:00:00:00,not found
00:2e:dd:00:00:00,not found
00:2e:de:00:00:00,not found
00:2e:df:00:00:00,not found
00:2e:e0:00:00:00,not found
00:2e:e1:00:00:00,not found
00:2e:e2:00:00:00,not found
00:2e:e3:00:00:00,not found
00:2e:e4:00:00:00,not found
00:2e:e5:00:00:00,not found
00:2e:e6:00:00:00,not found
00:2e:e7:00:00:00,not found
00:2e:e8:00:00:00,not found
00:2e:e9:00:00:00,not found
00:2e:ea:00:00:00,not found
00:2e:eb:00:00:00,not found
00:2e:ec:00:00:00,not found
00:2e:ed:00:00:00,not found
00:2e:ee:00:00:00,not found
00:2e:ef:00:00:00,not found
00:2e:f0:00:00:00,not found
00:2e:f1:00:00:00,not found
00:2e:f2:00:00:00,not found
00:2e:f3:00:00:00,not found
00:2e:f4:00:00:00,not found
00:2e:f5:00:00:00,not found
00:2e:f6:00:00:00,not found
00:2e:f7:00:00:00,not found
00:2e:f8:00:00:00,not found
00:2e:f9:00:00:00,not found
00:2e:fa:00:00:00,not found
00:2e:fb:00:00:00,not found
00:2e:fc:00:00:00,not found
00:2e:fd:00:00:00,not found
00:2e:fe:00:00:00,not found
00:2e:ff:00:00:00,not found
00:2f:00:00:00:00,not found
00:2f:01:00:00:00,not found
00:2f:02:00:00:00,not found
00:2f:03:00:00:00,not found
00:2f:04:00:00:00,not found
00:2f:05:00:00:00,not found
00:2f:06:00:00:00,not found
00:2f:07:00:00:00,not found
00:2f:08:00:00:00,not found
00:2f:09:00:00:00,not found
00:2f:0a:00:00:00,not found
00:2f:0b:00:00:00,not found
00:2f:0c:00:00:00,not found
00:2f:0d:00:00:00,not found
00:2f:0e:00:00:00,not found
00:2f:0f:00:00:00,not found
00:2f:10:00:00:00,not found
00:2f:11:00:00:00,not found
00:2f:12:00:00:00,not found
00:2f:13:00:00:00,not found
00:2f:14:00:00:00,not found
00:2f:15:00:00:00,not found
00:2f:16:00:00:00,not found
00:2f:17:00:00:00,not found
00:2f:18:00:00:00,not found
00:2f:19:00:00:00,not found
00:2f:1a:00:00:00,not found
00:2f:1b:00:00:00,not found
00:2f:1c:00:00:00,not found
00:2f:1d:00:00:00,not found
00:2f:1e:00:00:00,not found
00:2f:1f:00:00:00,not found
00:2f:20:00:00:00,not found
00:2f:21:00:00:00,not found
00:2f:22:00:00:00,not found
00:2f:23:00:00:00,not found
00:2f:24:00:00:00,not found
00:2f:25:00:00:00,not found
00:2f:26:00:00:00,not found
00:2f:27:00:00:00,not found
00:2f:28:00:00:00,not found
00:2f:29:00:00:00,not found
00:2f:2a:00:00:00,not found
00:2f:2b:00:00:00,not found
00:2f:2c:00:00:00,not found
00:2f:2d:00:00:00,not found
00:2f:2e:00:00:00,not found
00:2f:2f:00:00:00,not found
00:2f:30:00:00:00,not found
00:2f:31:00:00:00,not found
00:2f:32:00:00:00,not found
00:2f:33:00:00:00,not found
00:2f:34:00:00:00,not found
00:2f:35:00:00:00,not found
00:2f:36:00:00:00,not found
00:2f:37:00:00:00,not found
00:2f:38:00:00:00,not found
00:2f:39:00:00:00,not found
00:2f:3a:00:00:00,not found
00:2f:3b:00:00:00,not found
00:2f:3c:00:00:00,not found
00:2f:3d:00:00:00,not found
00:2f:3e:00:00:00,not found
00:2f:3f:00:00:00,not found
00:2f:40:00:00:00,not found
00:2f:41:00:00:00,not found
00:2f:42:00:00:00,not found
00:2f:43:00:00:00,not found
00:2f:44:00:00:00,not found
00:2f:45:00:00:00,not found
00:2f:46:00:00:00,not found
00:2f:47:00:00:00,not found
00:2f:48:00:00:00,not found
00:2f:49:00:00:00,not found
00:2f:4a:00:00:00,not found
00:2f:4b:00:00:00,not found
00:2f:4c:00:00:00,not found
00:2f:4d:00:00:00,not found
00:2f:4e:00:00:00,not found
00:2f:4f:00:00:00,not found
00:2f:50:00:00:00,not found
00:2f:51:00:00:00,not found
00:2f:52:00:00:00,not found
00:2f:53:00:00:00,not found
00:2f:54:00:00:00,not found
00:2f:55:00:00:00,not found
00:2f:56:00:00:00,not found
00:2f:57:00:00:00,not found
00:2f:58:00:00:00,not found
00:2f:59:00:00:00,not found
00:2f:5a:00:00:00,not found
00:2f:5b:00:00:00,not found
00:2f:5c:00:00:00,not found
00:2f:5d:00:00:00,not found
00:2f:5e:00:00:00,not found
00:2f:5f:00:00:00,not found
00:2f:60:00:00:00,not found
00:2f:61:00:00:00,not found
00:2f:62:00:00:00,not found
00:2f:63:00:00:00,not found
00:2f:64:00:00:00,not found
00:2f:65:00:00:00,not found
00:2f:66:00:00:00,not found
00:2f:67:00:00:00,not found
00:2f:68:00:00:00,not found
00:2f:69:00:00:00,not found
00:2f:6a:00:00:00,not found
00:2f:6b:00:00:00,not found
00:2f:6c:00:00:00,not found
00:2f:6d:00:00:00,not found
00:2f:6e:00:00:00,not found
00:2f:6f:00:00:00,not found
00:2f:70:00:00:00,not found
00:2f:71:00:00:00,not found
00:2f:72:00:00:00,not found
00:2f:73:00:00:00,not found
00:2f:74:00:00:00,not found
00:2f:75:00:00:00,not found
00:2f:76:00:00:00,not found
00:2f:77:00:00:00,not found
00:2f:78:00:00:00,not found
00:2f:79:00:00:00,not found
00:2f:7a:00:00:00,not found
00:2f:7b:00:00:00,not found
00:2f:7c:00:00:00,not found
00:2f:7d:00:00:00,not found
00:2f:7e:00:00:00,not found
00:2f:7f:00:00:00,not found
00:2f:80:00:00:00,not found
00:2f:81:00:00:00,not found
00:2f:82:00:00:00,not found
00:2f:83:00:00:00,not found
00:2f:84:00:00:00,not found
00:2f:85:00:00:00,not found
00:2f:86:00:00:00,not found
00:2f:87:00:00:00,not found
00:2f:88:00:00:00,not found
00:2f:89:00:00:00,not found
00:2f:8a:00:00:00,not found
00:2f:8b:00:00:00,not found
00:2f:8c:00:00:00,not found
00:2f:8d:00:00:00,not found
00:2f:8e:00:00:00,not found
00:2f:8f:00:00:00,not found
00:2f:90:00:00:00,not found
00:2f:91:00:00:00,not found
00:2f:92:00:00:00,not found
00:2f:93:00:00:00,not found
00:2f:94:00:00:00,not found
00:2f:95:00:00:00,not found
00:2f:96:00:00:00,not found
00:2f:97:00:00:00,not found
00:2f:98:00:00:00,not found
00:2f:99:00:00:00,not found
00:2f:9a:00:00:00,not found
00:2f:9b:00:00:00,not found
00:2f:9c:00:00:00,not found
00:2f:9d:00:00:00,not found
00:2f:9e:00:00:00,not found
00:2f:9f:00:00:00,not found
00:2f:a0:00:00:00,not found
00:2f:a1:00:00:00,not found
00:2f:a2:00:00:00,not found
00:2f:a3:00:00:00,not found
00:2f:a4:00:00:00,not found
00:2f:a5:00:00:00,not found
00:2f:a6:00:00:00,not found
00:2f:a7:00:00:00,not found
00:2f:a8:00:00:00,not found
00:2f:a9:00:00:00,not found
00:2f:aa:00:00:00,not found
00:2f:ab:00:00:00,not found
00:2f:ac:00:00:00,not found
00:2f:ad:00:00:00,not found
00:2f:ae:00:00:00,not found
00:2f:af:00:00:00,not found
00:2f:b0:00:00:00,not found
00:2f:b1:00:00:00,not found
00:2f:b2:00:00:00,not found
00:2f:b3:00:00:00,not found
00:2f:b4:00:00:00,not found
00:2f:b5:00:00:00,not found
00:2f:b6:00:00:00,not found
00:2f:b7:00:00:00,not found
00:2f:b8:00:00:00,not found
00:2f:b9:00:00:00,not found
00:2f:ba:00:00:00,not found
00:2f:bb:00:00:00,not found
00:2f:bc:00:00:00,not found
00:2f:bd:00:00:00,not found
00:2f:be:00:00:00,not found
00:2f:bf:00:00:00,not found
00:2f:c0:00:00:00,not found
00:2f:c1:00:00:00,not found
00:2f:c2:00:00:00,not found
00:2f:c3:00:00:00,not found
00:2f:c4:00:00:00,not found
00:2f:c5:00:00:00,not found
00:2f:c6:00:00:00,not found
00:2f:c7:00:00:00,not found
00:2f:c8:00:00:00,not found
00:2f:c9:00:00:00,not found
00:2f:ca:00:00:00,not found
00:2f:cb:00:00:00,not found
00:2f:cc:00:00:00,not found
00:2f:cd:00:00:00,not found
00:2f:ce:00:00:00,not found
00:2f:cf:00:00:00,not found
00:2f:d0:00:00:00,not found
00:2f:d1:00:00:00,not found
00:2f:d2:00:00:00,not found
00:2f:d3:00:00:00,not found
00:2f:d4:00:00:00,not found
00:2f:d5:00:00:00,not found
00:2f:d6:00:00:00,not found
00:2f:d7:00:00:00,not found
00:2f:d8:00:00:00,not found
00:2f:d9:00:00:00,not found
00:2f:da:00:00:00,not found
00:2f:db:00:00:00,not found
00:2f:dc:00:00:00,not found
00:2f:dd:00:00:00,not found
00:2f:de:00:00:00,not found
00:2f:df:00:00:00,not found
00:2f:e0:00:00:00,not found
00:2f:e1:00:00:00,not found
00:2f:e2:00:00:00,not found
00:2f:e3:00:00:00,not found
00:2f:e4:00:00:00,not found
00:2f:e5:00:00:00,not found
00:2f:e6:00:00:00,not found
00:2f:e7:00:00:00,not found
00:2f:e8:00:00:00,not found
00:2f:e9:00:00:00,not found
00:2f:ea:00:00:00,not found
00:2f:eb:00:00:00,not found
00:2f:ec:00:00:00,not found
00:2f:ed:00:00:00,not found
00:2f:ee:00:00:00,not found
00:2f:ef:00:00:00,not found
00:2f:f0:00:00:00,not found
00:2f:f1:00:00:00,not found
00:2f:f2:00:00:00,not found
00:2f:f3:00:00:00,not found
00:2f:f4:00:00:00,not found
00:2f:f5:00:00:00,not found
00:2f:f6:00:00:00,not found
00:2f:f7:00:00:00,not found
00:2f:f8:00:00:00,not found
00:2f:f9:00:00:00,not found
00:2f:fa:00:00:00,not found
00:2f:fb:00:00:00,not found
00:2f:fc:00:00:00,not found
00:2f:fd:00:00:00,not found
00:2f:fe:00:00:00,not found
00:2f:ff:00:00:00,not found
00:30:00:00:00:00,ALLWELL TECHNOLOGY CORP.
00:30:01:00:00:00,SMP
00:30:02:00:00:00,Expand Networks
00:30:03:00:00:00,Phasys Ltd.
00:30:04:00:00:00,LEADTEK RESEARCH INC.
00:30:05:00:00:00,Fujitsu Siemens Computers
00:30:06:00:00:00,SUPERPOWER COMPUTER
00:30:07:00:00:00,OPTI, INC.
00:30:08:00:00:00,AVIO DIGITAL, INC.
00:30:09:00:00:00,Tachion Networks, Inc.
00:30:0a:00:00:00,Aztech Electronics Pte Ltd
00:30:0b:00:00:00,mPHASE Technologies, Inc.
00:30:0c:00:00:00,CONGRUENCY, LTD.
00:30:0d:00:00:00,MMC Technology, Inc.
00:30:0e:00:00:00,Klotz Digital AG
00:30:0f:00:00:00,IMT - Information Management T
00:30:10:00:00:00,VISIONETICS INTERNATIONAL
00:30:11:00:00:00,HMS Industrial Networks
00:30:12:00:00:00,DIGITAL ENGINEERING LTD.
00:30:13:00:00:00,NEC Corporation
00:30:14:00:00:00,DIVIO, INC.
00:30:15:00:00:00,CP CLARE CORP.
00:30:16:00:00:00,ISHIDA CO., LTD.
00:30:17:00:00:00,BlueArc UK Ltd
00:30:18:00:00:00,Jetway Information Co., Ltd.
00:30:19:00:00:00,Cisco Systems, Inc
00:30:1a:00:00:00,SMARTBRIDGES PTE. LTD.
00:30:1b:00:00:00,SHUTTLE, INC.
00:30:1c:00:00:00,ALTVATER AIRDATA SYSTEMS
00:30:1d:00:00:00,SKYSTREAM, INC.
00:30:1e:00:00:00,3COM EUROPE LTD.
00:30:1f:00:00:00,OPTICAL NETWORKS, INC.
00:30:20:00:00:00,TSI, Inc..
00:30:21:00:00:00,HSING TECH. ENTERPRISE CO.,LTD
00:30:22:00:00:00,Fong Kai Industrial Co., Ltd.
00:30:23:00:00:00,COGENT COMPUTER SYSTEMS, INC.
00:30:24:00:00:00,Cisco Systems, Inc
00:30:25:00:00:00,CHECKOUT COMPUTER SYSTEMS, LTD
00:30:26:00:00:00,HeiTel Digital Video GmbH
00:30:27:00:00:00,KERBANGO, INC.
00:30:28:00:00:00,FASE Saldatura srl
00:30:29:00:00:00,OPICOM
00:30:2a:00:00:00,SOUTHERN INFORMATION
00:30:2b:00:00:00,INALP NETWORKS, INC.
00:30:2c:00:00:00,SYLANTRO SYSTEMS CORPORATION
00:30:2d:00:00:00,QUANTUM BRIDGE COMMUNICATIONS
00:30:2e:00:00:00,Hoft & Wessel AG
00:30:2f:00:00:00,GE Aviation System
00:30:30:00:00:00,HARMONIX CORPORATION
00:30:31:00:00:00,LIGHTWAVE COMMUNICATIONS, INC.
00:30:32:00:00:00,MagicRam, Inc.
00:30:33:00:00:00,ORIENT TELECOM CO., LTD.
00:30:34:00:00:00,SET ENGINEERING
00:30:35:00:00:00,Corning Incorporated
00:30:36:00:00:00,RMP ELEKTRONIKSYSTEME GMBH
00:30:37:00:00:00,Packard Bell Nec Services
00:30:38:00:00:00,XCP, INC.
00:30:39:00:00:00,SOFTBOOK PRESS
00:30:3a:00:00:00,MAATEL
00:30:3b:00:00:00,PowerCom Technology
00:30:3c:00:00:00,ONNTO CORP.
00:30:3d:00:00:00,IVA CORPORATION
00:30:3e:00:00:00,Radcom Ltd.
00:30:3f:00:00:00,TurboComm Tech Inc.
00:30:40:00:00:00,Cisco Systems, Inc
00:30:41:00:00:00,SAEJIN T & M CO., LTD.
00:30:42:00:00:00,DeTeWe-Deutsche Telephonwerke
00:30:43:00:00:00,IDREAM TECHNOLOGIES, PTE. LTD.
00:30:44:00:00:00,CradlePoint, Inc
00:30:45:00:00:00,Village Networks, Inc. (VNI)
00:30:46:00:00:00,Controlled Electronic Manageme
00:30:47:00:00:00,NISSEI ELECTRIC CO., LTD.
00:30:48:00:00:00,Supermicro Computer, Inc.
00:30:49:00:00:00,BRYANT TECHNOLOGY, LTD.
00:30:4a:00:00:00,Fraunhofer IPMS
00:30:4b:00:00:00,ORBACOM SYSTEMS, INC.
00:30:4c:00:00:00,APPIAN COMMUNICATIONS, INC.
00:30:4d:00:00:00,ESI
00:30:4e:00:00:00,BUSTEC PRODUCTION LTD.
00:30:4f:00:00:00,PLANET Technology Corporation
00:30:50:00:00:00,Versa Technology
00:30:51:00:00:00,ORBIT AVIONIC & COMMUNICATION
00:30:52:00:00:00,ELASTIC NETWORKS
00:30:53:00:00:00,Basler AG
00:30:54:00:00:00,CASTLENET TECHNOLOGY, INC.
00:30:55:00:00:00,Renesas Technology America, Inc.
00:30:56:00:00:00,Beck IPC GmbH
00:30:57:00:00:00,QTelNet, Inc.
00:30:58:00:00:00,API MOTION
00:30:59:00:00:00,KONTRON COMPACT COMPUTERS AG
00:30:5a:00:00:00,TELGEN CORPORATION
00:30:5b:00:00:00,Toko Inc.
00:30:5c:00:00:00,SMAR Laboratories Corp.
00:30:5d:00:00:00,DIGITRA SYSTEMS, INC.
00:30:5e:00:00:00,Abelko Innovation
00:30:5f:00:00:00,Hasselblad
00:30:60:00:00:00,Powerfile, Inc.
00:30:61:00:00:00,MobyTEL
00:30:62:00:00:00,IP Video Networks Inc
00:30:63:00:00:00,SANTERA SYSTEMS, INC.
00:30:64:00:00:00,ADLINK TECHNOLOGY, INC.
00:30:65:00:00:00,Apple, Inc.
00:30:66:00:00:00,RFM
00:30:67:00:00:00,BIOSTAR Microtech Int'l Corp.
00:30:68:00:00:00,CYBERNETICS TECH. CO., LTD.
00:30:69:00:00:00,IMPACCT TECHNOLOGY CORP.
00:30:6a:00:00:00,PENTA MEDIA CO., LTD.
00:30:6b:00:00:00,CMOS SYSTEMS, INC.
00:30:6c:00:00:00,Hitex Holding GmbH
00:30:6d:00:00:00,LUCENT TECHNOLOGIES
00:30:6e:00:00:00,Hewlett Packard
00:30:6f:00:00:00,SEYEON TECH. CO., LTD.
00:30:70:00:00:00,1Net Corporation
00:30:71:00:00:00,Cisco Systems, Inc
00:30:72:00:00:00,Intellibyte Inc.
00:30:73:00:00:00,International Microsystems, In
00:30:74:00:00:00,EQUIINET LTD.
00:30:75:00:00:00,ADTECH
00:30:76:00:00:00,Akamba Corporation
00:30:77:00:00:00,ONPREM NETWORKS
00:30:78:00:00:00,Cisco Systems, Inc
00:30:79:00:00:00,CQOS, INC.
00:30:7a:00:00:00,Advanced Technology & Systems
00:30:7b:00:00:00,Cisco Systems, Inc
00:30:7c:00:00:00,ADID SA
00:30:7d:00:00:00,GRE AMERICA, INC.
00:30:7e:00:00:00,Redflex Communication Systems
00:30:7f:00:00:00,IRLAN LTD.
00:30:80:00:00:00,Cisco Systems, Inc
00:30:81:00:00:00,ALTOS C&C
00:30:82:00:00:00,TAIHAN ELECTRIC WIRE CO., LTD.
00:30:83:00:00:00,Ivron Systems
00:30:84:00:00:00,ALLIED TELESYN INTERNAIONAL
00:30:85:00:00:00,Cisco Systems, Inc
00:30:86:00:00:00,Transistor Devices, Inc.
00:30:87:00:00:00,VEGA GRIESHABER KG
00:30:88:00:00:00,Ericsson
00:30:89:00:00:00,Spectrapoint Wireless, LLC
00:30:8a:00:00:00,NICOTRA SISTEMI S.P.A
00:30:8b:00:00:00,Brix Networks
00:30:8c:00:00:00,Quantum Corporation
00:30:8d:00:00:00,Pinnacle Systems, Inc.
00:30:8e:00:00:00,CROSS MATCH TECHNOLOGIES, INC.
00:30:8f:00:00:00,MICRILOR, Inc.
00:30:90:00:00:00,CYRA TECHNOLOGIES, INC.
00:30:91:00:00:00,TAIWAN FIRST LINE ELEC. CORP.
00:30:92:00:00:00,ModuNORM GmbH
00:30:93:00:00:00,Sonnet Technologies, Inc
00:30:94:00:00:00,Cisco Systems, Inc
00:30:95:00:00:00,Procomp Informatics, Ltd.
00:30:96:00:00:00,Cisco Systems, Inc
00:30:97:00:00:00,AB Regin
00:30:98:00:00:00,Global Converging Technologies
00:30:99:00:00:00,BOENIG UND KALLENBACH OHG
00:30:9a:00:00:00,ASTRO TERRA CORP.
00:30:9b:00:00:00,Smartware
00:30:9c:00:00:00,Timing Applications, Inc.
00:30:9d:00:00:00,Nimble Microsystems, Inc.
00:30:9e:00:00:00,WORKBIT CORPORATION.
00:30:9f:00:00:00,AMBER NETWORKS
00:30:a0:00:00:00,TYCO SUBMARINE SYSTEMS, LTD.
00:30:a1:00:00:00,WEBGATE Inc.
00:30:a2:00:00:00,Lightner Engineering
00:30:a3:00:00:00,Cisco Systems, Inc
00:30:a4:00:00:00,Woodwind Communications System
00:30:a5:00:00:00,ACTIVE POWER
00:30:a6:00:00:00,VIANET TECHNOLOGIES, LTD.
00:30:a7:00:00:00,SCHWEITZER ENGINEERING
